Zimbabwe,2015,14154937,467760,2280912,6068598,8890474,7647870,8086114,7088865,464614,1813152,1952515,1835171,1575411,2378487,1917413,956820,557618,447782,183423,60770,8390,225
Zimbabwe,2016,14452705,464630,2288672,6144983,9059730,7849945,8307501,7275425,460212,1824042,2018491,1837820,1637915,2390834,1975539,1021953,561630,458548,192194,60218,8670,221
Zimbabwe,2017,14751101,464521,2287404,6217928,9224369,8056253,8532951,7476399,457422,1822883,2090939,1839585,1690993,2422873,2021973,1088878,570769,467775,200927,59789,8974,222
Zimbabwe,2018,15052191,466524,2283576,6291632,9385132,8264833,8760331,7689502,457587,1817052,2156068,1851988,1732035,2474502,2058928,1155537,585529,476214,208587,59700,9299,228
Zimbabwe,2019,15354606,468844,2281740,6367398,9543409,8473475,8986973,7909270,459748,1812896,2203375,1882283,1759205,2546398,2085636,1220993,606266,479827,218763,60339,9546,235
Zimbabwe,2020,15669663,470340,2287105,6449021,9709135,8691594,9220402,8139472,462625,1816765,2229093,1932823,1776240,2640150,2101852,1291333,631541,476507,231604,61546,9629,240
Zimbabwe,2021,15993525,472443,2299712,6540282,9882718,8915328,9453006,8371027,465075,1827269,2239285,2001285,1787185,2749147,2104434,1371770,658660,468255,241961,62227,9367,237
